,SMILES,SMILES_opp,TR/TE,F/L_class,@/@@_class,R/S_class
126,Cc1ccc([C@H](CO)C(C)C)cc1,Cc1ccc([C@@H](CO)C(C)C)cc1,TE,F,@,R
127,Cc1ccc([C@@H](CO)C(C)C)cc1,Cc1ccc([C@H](CO)C(C)C)cc1,TE,L,@@,S
128,Cc1ccc(/C=C2\[C@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,F,@,R
129,Cc1ccc(/C=C2\[C@@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,L,@@,S
130,Cc1ccc(/C=C2\[C@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,F,@,R
131,Cc1ccc(/C=C2\[C@@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,L,@@,S
132,Cc1ccc([C@@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,Cc1ccc([C@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,TE,F,@@,S
133,Cc1ccc([C@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,Cc1ccc([C@@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,TE,L,@,R
134,Cc1ccc([C@@H]2CNC(=O)C2)cc1,Cc1ccc([C@H]2CNC(=O)C2)cc1,TE,F,@@,R
135,Cc1ccc([C@H]2CNC(=O)C2)cc1,Cc1ccc([C@@H]2CNC(=O)C2)cc1,TE,L,@,S
136,Cc1ccc(S(=O)(=O)N2CCC[C@H](c3ccccc3)CC2=O)cc1,Cc1ccc(S(=O)(=O)N2CCC[C@@H](c3ccccc3)CC2=O)cc1,TE,F,@,S
137,Cc1ccc(S(=O)(=O)N2CCC[C@@H](c3ccccc3)CC2=O)cc1,Cc1ccc(S(=O)(=O)N2CCC[C@H](c3ccccc3)CC2=O)cc1,TE,L,@@,R
138,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@H](c1ccccc1)C=C2,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@@H](c1ccccc1)C=C2,TE,F,@,S
139,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@@H](c1ccccc1)C=C2,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@H](c1ccccc1)C=C2,TE,L,@@,R
140,Cc1cccc([C@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,Cc1cccc([C@@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,TE,F,@,S
141,Cc1cccc([C@@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,Cc1cccc([C@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,TE,L,@@,R
142,Cc1ccccc1[C@H](O)CCCC(=O)Nc1ccccc1,Cc1ccccc1[C@@H](O)CCCC(=O)Nc1ccccc1,TE,F,@,R
143,Cc1ccccc1[C@@H](O)CCCC(=O)Nc1ccccc1,Cc1ccccc1[C@H](O)CCCC(=O)Nc1ccccc1,TE,L,@@,S
144,Cc1ccccc1[C@@H]1Cc2ccccc2S1(=O)=O,Cc1ccccc1[C@H]1Cc2ccccc2S1(=O)=O,TE,F,@@,S
145,Cc1ccccc1[C@H]1Cc2ccccc2S1(=O)=O,Cc1ccccc1[C@@H]1Cc2ccccc2S1(=O)=O,TE,L,@,R
146,Cc1ccccc1[C@H]1COC(=O)C1,Cc1ccccc1[C@@H]1COC(=O)C1,TE,F,@,S
147,Cc1ccccc1[C@@H]1COC(=O)C1,Cc1ccccc1[C@H]1COC(=O)C1,TE,L,@@,R
148,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)c1ccccc1,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)c1ccccc1,TE,F,@@,R
149,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)c1ccccc1,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)c1ccccc1,TE,L,@,S
150,CCC(CC)(CC[C@@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,TE,F,@@,R
151,CCC(CC)(CC[C@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,TE,L,@,S
152,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,TE,F,@@,S
153,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,TE,L,@,R
154,CC[C@@H]1CC(=O)c2ccccc2N1,CC[C@H]1CC(=O)c2ccccc2N1,TE,F,@@,R
155,CC[C@H]1CC(=O)c2ccccc2N1,CC[C@@H]1CC(=O)c2ccccc2N1,TE,L,@,S
156,CCc1ccc(/C=C/[C@H]2NS(=O)(=O)Oc3ccccc32)cc1,CCc1ccc(/C=C/[C@@H]2NS(=O)(=O)Oc3ccccc32)cc1,TE,F,@,R
157,CCc1ccc(/C=C/[C@@H]2NS(=O)(=O)Oc3ccccc32)cc1,CCc1ccc(/C=C/[C@H]2NS(=O)(=O)Oc3ccccc32)cc1,TE,L,@@,S
158,CCc1ccc([C@@H]2COC(=O)N2)cc1,CCc1ccc([C@H]2COC(=O)N2)cc1,TE,F,@@,R
159,CCc1ccc([C@H]2COC(=O)N2)cc1,CCc1ccc([C@@H]2COC(=O)N2)cc1,TE,L,@,S
160,CCC[C@H](O)CCCC(=O)OCC,CCC[C@@H](O)CCCC(=O)OCC,TE,F,@,S
161,CCC[C@@H](O)CCCC(=O)OCC,CCC[C@H](O)CCCC(=O)OCC,TE,L,@@,R
162,CCC[C@@H]1Nc2ccccc2Oc2ccccc21,CCC[C@H]1Nc2ccccc2Oc2ccccc21,TE,F,@@,S
163,CCC[C@H]1Nc2ccccc2Oc2ccccc21,CCC[C@@H]1Nc2ccccc2Oc2ccccc21,TE,L,@,R
164,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,TE,F,@@,S
165,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,TE,L,@,R
166,CCCCC1=C(CCCC)[C@@]2(C=Nc3ccccc32)c2ccccc21,CCCCC1=C(CCCC)[C@]2(C=Nc3ccccc32)c2ccccc21,TE,F,@@,R
167,CCCCC1=C(CCCC)[C@]2(C=Nc3ccccc32)c2ccccc21,CCCCC1=C(CCCC)[C@@]2(C=Nc3ccccc32)c2ccccc21,TE,L,@,S
168,CCCCCC[C@H](O)CC(=O)OC,CCCCCC[C@@H](O)CC(=O)OC,TE,F,@,S
169,CCCCCC[C@@H](O)CC(=O)OC,CCCCCC[C@H](O)CC(=O)OC,TE,L,@@,R
170,CCCCCC[C@@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,CCCCCC[C@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,TE,F,@@,R
171,CCCCCC[C@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,CCCCCC[C@@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,TE,L,@,S
172,CCCCCCC[C@H](O)CC(=O)OC,CCCCCCC[C@@H](O)CC(=O)OC,TE,F,@,S
173,CCCCCCC[C@@H](O)CC(=O)OC,CCCCCCC[C@H](O)CC(=O)OC,TE,L,@@,R
174,CCCCCCCCc1cnc2c(c1)CC[C@]2(C#N)Cc1ccc(C(F)(F)F)cc1,CCCCCCCCc1cnc2c(c1)CC[C@@]2(C#N)Cc1ccc(C(F)(F)F)cc1,TE,F,@,S
175,CCCCCCCCc1cnc2c(c1)CC[C@@]2(C#N)Cc1ccc(C(F)(F)F)cc1,CCCCCCCCc1cnc2c(c1)CC[C@]2(C#N)Cc1ccc(C(F)(F)F)cc1,TE,L,@@,R
176,CCCCCCCCCCCC[S@@](=O)c1ccc(C(=O)OC)cc1,CCCCCCCCCCCC[S@](=O)c1ccc(C(=O)OC)cc1,TE,F,@@,R
177,CCCCCCCCCCCC[S@](=O)c1ccc(C(=O)OC)cc1,CCCCCCCCCCCC[S@@](=O)c1ccc(C(=O)OC)cc1,TE,L,@,S
178,CCCCCCCCCCCC[S@@](=O)c1ccc2ncccc2c1,CCCCCCCCCCCC[S@](=O)c1ccc2ncccc2c1,TE,F,@@,R
179,CCCCCCCCCCCC[S@](=O)c1ccc2ncccc2c1,CCCCCCCCCCCC[S@@](=O)c1ccc2ncccc2c1,TE,L,@,S
180,CCCCN1C(=O)C[C@H](Cc2ccccc2)C1=O,CCCCN1C(=O)C[C@@H](Cc2ccccc2)C1=O,TE,F,@,S
181,CCCCN1C(=O)C[C@@H](Cc2ccccc2)C1=O,CCCCN1C(=O)C[C@H](Cc2ccccc2)C1=O,TE,L,@@,R
182,CCCCO[C@@H](c1ccc2ccccc2c1)c1ccccc1O,CCCCO[C@H](c1ccc2ccccc2c1)c1ccccc1O,TE,F,@@,S
183,CCCCO[C@H](c1ccc2ccccc2c1)c1ccccc1O,CCCCO[C@@H](c1ccc2ccccc2c1)c1ccccc1O,TE,L,@,R
184,CCCOC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,CCCOC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,TE,F,@,R
185,CCCOC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,CCCOC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,TE,L,@@,S
186,CCC[P@](=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C,CCC[P@@](=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C,TE,F,@,S
187,CCC[P@@](=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C,CCC[P@](=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C,TE,L,@@,R
188,CCOC(=O)C(=[N+]=[N-])[C@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,CCOC(=O)C(=[N+]=[N-])[C@@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,TE,F,@,R
189,CCOC(=O)C(=[N+]=[N-])[C@@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,CCOC(=O)C(=[N+]=[N-])[C@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,TE,L,@@,S
190,CCOC(=O)C(C(=O)OCC)[C@@H](CC=O)c1ccc(Cl)cc1,CCOC(=O)C(C(=O)OCC)[C@H](CC=O)c1ccc(Cl)cc1,TE,F,@@,R
191,CCOC(=O)C(C(=O)OCC)[C@H](CC=O)c1ccc(Cl)cc1,CCOC(=O)C(C(=O)OCC)[C@@H](CC=O)c1ccc(Cl)cc1,TE,L,@,S
192,CCOC(=O)C(C(=O)OCC)[C@@H](CC=O)c1ccccc1F,CCOC(=O)C(C(=O)OCC)[C@H](CC=O)c1ccccc1F,TE,F,@@,R
193,CCOC(=O)C(C(=O)OCC)[C@H](CC=O)c1ccccc1F,CCOC(=O)C(C(=O)OCC)[C@@H](CC=O)c1ccccc1F,TE,L,@,S
194,CCOC(=O)[C@](O)(Cc1[nH]c2ccccc2c1C)C(F)(F)F,CCOC(=O)[C@@](O)(Cc1[nH]c2ccccc2c1C)C(F)(F)F,TE,F,@,R
195,CCOC(=O)[C@@](O)(Cc1[nH]c2ccccc2c1C)C(F)(F)F,CCOC(=O)[C@](O)(Cc1[nH]c2ccccc2c1C)C(F)(F)F,TE,L,@@,S
196,CCOC(=O)[C@]1(C(F)(F)F)Cc2c(C)c3ccccc3n2C(=O)O1,CCOC(=O)[C@@]1(C(F)(F)F)Cc2c(C)c3ccccc3n2C(=O)O1,TE,F,@,S
197,CCOC(=O)[C@@]1(C(F)(F)F)Cc2c(C)c3ccccc3n2C(=O)O1,CCOC(=O)[C@]1(C(F)(F)F)Cc2c(C)c3ccccc3n2C(=O)O1,TE,L,@@,R
198,CCOC(=O)[C@@]1(c2ccccc2C)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2C)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TE,F,@@,S
199,CCOC(=O)[C@]1(c2ccccc2C)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2C)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TE,L,@,R
200,CCOC(=O)c1ccc([C@H](CC=O)C(C(=O)OCC)C(=O)OCC)cc1,CCOC(=O)c1ccc([C@@H](CC=O)C(C(=O)OCC)C(=O)OCC)cc1,TE,F,@,R
201,CCOC(=O)c1ccc([C@@H](CC=O)C(C(=O)OCC)C(=O)OCC)cc1,CCOC(=O)c1ccc([C@H](CC=O)C(C(=O)OCC)C(=O)OCC)cc1,TE,L,@@,S
202,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2c1ccc1ccccc21,CCOC(=O)[C@H]1NS(=O)(=O)Oc2c1ccc1ccccc21,TE,F,@@,R
203,CCOC(=O)[C@H]1NS(=O)(=O)Oc2c1ccc1ccccc21,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2c1ccc1ccccc21,TE,L,@,S
204,CCO[C@@H](c1ccccc1)c1ccccc1O,CCO[C@H](c1ccccc1)c1ccccc1O,TE,F,@@,S
205,CCO[C@H](c1ccccc1)c1ccccc1O,CCO[C@@H](c1ccccc1)c1ccccc1O,TE,L,@,R
206,CCOc1ccc2nc(SC[C@@](C)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)COCc3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@](C)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)COCc3ccccc3)sc2c1,TE,F,@@,S
207,CCOc1ccc2nc(SC[C@](C)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)COCc3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@](C)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)COCc3ccccc3)sc2c1,TE,L,@,R
208,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccccc3)sc2c1,TE,F,@@,R
209,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccccc3)sc2c1,TE,L,@,S
210,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4cc(C(=O)OC)ccc43)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4cc(C(=O)OC)ccc43)sc2c1,TE,F,@,S
211,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4cc(C(=O)OC)ccc43)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4cc(C(=O)OC)ccc43)sc2c1,TE,L,@@,R
212,Clc1ccc2c([C@H](/C=C/c3ccccc3)c3ccccc3)c[nH]c2c1,Clc1ccc2c([C@@H](/C=C/c3ccccc3)c3ccccc3)c[nH]c2c1,TE,F,@,R
213,Clc1ccc2c([C@@H](/C=C/c3ccccc3)c3ccccc3)c[nH]c2c1,Clc1ccc2c([C@H](/C=C/c3ccccc3)c3ccccc3)c[nH]c2c1,TE,L,@@,S
214,Clc1ccc2c(c1)N[C@H](c1ccccc1)CC2,Clc1ccc2c(c1)N[C@@H](c1ccccc1)CC2,TE,F,@,S
215,Clc1ccc2c(c1)N[C@@H](c1ccccc1)CC2,Clc1ccc2c(c1)N[C@H](c1ccccc1)CC2,TE,L,@@,R
216,CN(C[C@H](CSc1nc2cc(Cl)ccc2s1)n1c2ccccc2c2ccccc21)C(c1ccccc1)c1ccccc1,CN(C[C@@H](CSc1nc2cc(Cl)ccc2s1)n1c2ccccc2c2ccccc21)C(c1ccccc1)c1ccccc1,TE,F,@,R
217,CN(C[C@@H](CSc1nc2cc(Cl)ccc2s1)n1c2ccccc2c2ccccc21)C(c1ccccc1)c1ccccc1,CN(C[C@H](CSc1nc2cc(Cl)ccc2s1)n1c2ccccc2c2ccccc21)C(c1ccccc1)c1ccccc1,TE,L,@@,S
218,Cn1c2c(c3cccc(Cl)c31)[C@H](CC=O)COC2,Cn1c2c(c3cccc(Cl)c31)[C@@H](CC=O)COC2,TE,F,@,S
219,Cn1c2c(c3cccc(Cl)c31)[C@@H](CC=O)COC2,Cn1c2c(c3cccc(Cl)c31)[C@H](CC=O)COC2,TE,L,@@,R
220,Cn1c2c(c3ccccc31)CCC[C@H]2CC=O,Cn1c2c(c3ccccc31)CCC[C@@H]2CC=O,TE,F,@,S
221,Cn1c2c(c3ccccc31)CCC[C@@H]2CC=O,Cn1c2c(c3ccccc31)CCC[C@H]2CC=O,TE,L,@@,R
222,Cn1c2c(c3ccccc31)CN[C@@H](/C=C/c1ccccc1)C2,Cn1c2c(c3ccccc31)CN[C@H](/C=C/c1ccccc1)C2,TE,F,@@,R
223,Cn1c2c(c3ccccc31)CN[C@H](/C=C/c1ccccc1)C2,Cn1c2c(c3ccccc31)CN[C@@H](/C=C/c1ccccc1)C2,TE,L,@,S
224,COC(=O)/C=C/[C@H](NCc1ccccc1)c1cccc2ccccc12,COC(=O)/C=C/[C@@H](NCc1ccccc1)c1cccc2ccccc12,TE,F,@,S
225,COC(=O)/C=C/[C@@H](NCc1ccccc1)c1cccc2ccccc12,COC(=O)/C=C/[C@H](NCc1ccccc1)c1cccc2ccccc12,TE,L,@@,R
226,COC(=O)/C=C/[C@H]1Cc2ccccc2C(=O)N1OC,COC(=O)/C=C/[C@@H]1Cc2ccccc2C(=O)N1OC,TE,F,@,R
227,COC(=O)/C=C/[C@@H]1Cc2ccccc2C(=O)N1OC,COC(=O)/C=C/[C@H]1Cc2ccccc2C(=O)N1OC,TE,L,@@,S
228,COC(=O)[C@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2c(C)cccc21,COC(=O)[C@@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2c(C)cccc21,TE,F,@,R
229,COC(=O)[C@@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2c(C)cccc21,COC(=O)[C@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2c(C)cccc21,TE,L,@@,S
230,COC(=O)[C@]1(c2ccc(C)cc2)NS(=O)(=O)Oc2ccccc21,COC(=O)[C@@]1(c2ccc(C)cc2)NS(=O)(=O)Oc2ccccc21,TE,F,@,R
231,COC(=O)[C@@]1(c2ccc(C)cc2)NS(=O)(=O)Oc2ccccc21,COC(=O)[C@]1(c2ccc(C)cc2)NS(=O)(=O)Oc2ccccc21,TE,L,@@,S
232,COC(=O)[C@]1(c2ccc(Cl)cc2)OC(=O)c2cc3ccccc3n21,COC(=O)[C@@]1(c2ccc(Cl)cc2)OC(=O)c2cc3ccccc3n21,TE,F,@,S
233,COC(=O)[C@@]1(c2ccc(Cl)cc2)OC(=O)c2cc3ccccc3n21,COC(=O)[C@]1(c2ccc(Cl)cc2)OC(=O)c2cc3ccccc3n21,TE,L,@@,R
234,COC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccc(OC)cc21,COC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccc(OC)cc21,TE,F,@,R
235,COC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccc(OC)cc21,COC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccc(OC)cc21,TE,L,@@,S
236,COC(=O)[C@]1(c2ccsc2)NS(=O)(=O)Oc2ccccc21,COC(=O)[C@@]1(c2ccsc2)NS(=O)(=O)Oc2ccccc21,TE,F,@,S
237,COC(=O)[C@@]1(c2ccsc2)NS(=O)(=O)Oc2ccccc21,COC(=O)[C@]1(c2ccsc2)NS(=O)(=O)Oc2ccccc21,TE,L,@@,R
238,COC(=O)[C@@]1(Cc2ccccc2)Cc2ccccc2C1=O,COC(=O)[C@]1(Cc2ccccc2)Cc2ccccc2C1=O,TE,F,@@,S
239,COC(=O)[C@]1(Cc2ccccc2)Cc2ccccc2C1=O,COC(=O)[C@@]1(Cc2ccccc2)Cc2ccccc2C1=O,TE,L,@,R
240,COC(=O)c1ccc([C@H](c2ccc(F)cc2)C(F)(F)F)cc1,COC(=O)c1ccc([C@@H](c2ccc(F)cc2)C(F)(F)F)cc1,TE,F,@,R
241,COC(=O)c1ccc([C@@H](c2ccc(F)cc2)C(F)(F)F)cc1,COC(=O)c1ccc([C@H](c2ccc(F)cc2)C(F)(F)F)cc1,TE,L,@@,S
242,COC(=O)c1ccc([C@@H](c2ccccc2Br)C(F)(F)F)cc1,COC(=O)c1ccc([C@H](c2ccccc2Br)C(F)(F)F)cc1,TE,F,@@,S
243,COC(=O)c1ccc([C@H](c2ccccc2Br)C(F)(F)F)cc1,COC(=O)c1ccc([C@@H](c2ccccc2Br)C(F)(F)F)cc1,TE,L,@,R
244,COC(=O)c1ccc([C@]2(C=O)CCCc3ccccc32)cc1,COC(=O)c1ccc([C@@]2(C=O)CCCc3ccccc32)cc1,TE,F,@,R
245,COC(=O)c1ccc([C@@]2(C=O)CCCc3ccccc32)cc1,COC(=O)c1ccc([C@]2(C=O)CCCc3ccccc32)cc1,TE,L,@@,S
246,COC(=O)c1ccc([S@](=O)c2ccccc2)cc1,COC(=O)c1ccc([S@@](=O)c2ccccc2)cc1,TE,F,@,R
247,COC(=O)c1ccc([S@@](=O)c2ccccc2)cc1,COC(=O)c1ccc([S@](=O)c2ccccc2)cc1,TE,L,@@,S
248,COC(=O)c1ccc([S@@](=O)CCCOC(=O)c2ccccc2)cc1,COC(=O)c1ccc([S@](=O)CCCOC(=O)c2ccccc2)cc1,TE,F,@@,S
249,COC(=O)c1ccc([S@](=O)CCCOC(=O)c2ccccc2)cc1,COC(=O)c1ccc([S@@](=O)CCCOC(=O)c2ccccc2)cc1,TE,L,@,R
250,COC(=O)c1cccc2c1NC(=O)[C@]2(O)C#Cc1ccccc1,COC(=O)c1cccc2c1NC(=O)[C@@]2(O)C#Cc1ccccc1,TE,F,@,S
251,COC(=O)c1cccc2c1NC(=O)[C@@]2(O)C#Cc1ccccc1,COC(=O)c1cccc2c1NC(=O)[C@]2(O)C#Cc1ccccc1,TE,L,@@,R
252,COC(=O)C[C@H](O)C(C)(C)C,COC(=O)C[C@@H](O)C(C)(C)C,TE,F,@,S
253,COC(=O)C[C@@H](O)C(C)(C)C,COC(=O)C[C@H](O)C(C)(C)C,TE,L,@@,R
254,COC(=O)C[C@H](O)CNC(=O)OCc1ccccc1,COC(=O)C[C@@H](O)CNC(=O)OCc1ccccc1,TE,F,@,S
255,COC(=O)C[C@@H](O)CNC(=O)OCc1ccccc1,COC(=O)C[C@H](O)CNC(=O)OCc1ccccc1,TE,L,@@,R
256,CO[C@@H](NC(=O)c1ccccc1)c1ccc(F)cc1CCCC(F)(F)F,CO[C@H](NC(=O)c1ccccc1)c1ccc(F)cc1CCCC(F)(F)F,TE,F,@@,R
257,CO[C@H](NC(=O)c1ccccc1)c1ccc(F)cc1CCCC(F)(F)F,CO[C@@H](NC(=O)c1ccccc1)c1ccc(F)cc1CCCC(F)(F)F,TE,L,@,S
258,COc1ccc([C@@H](C)c2ccc(OC)cc2N)cc1,COc1ccc([C@H](C)c2ccc(OC)cc2N)cc1,TE,F,@@,R
259,COc1ccc([C@H](C)c2ccc(OC)cc2N)cc1,COc1ccc([C@@H](C)c2ccc(OC)cc2N)cc1,TE,L,@,S
260,COc1ccc([C@H](NC(=O)OCc2ccccc2)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)cc1,COc1ccc([C@@H](NC(=O)OCc2ccccc2)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)cc1,TE,F,@,S
261,COc1ccc([C@@H](NC(=O)OCc2ccccc2)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)cc1,COc1ccc([C@H](NC(=O)OCc2ccccc2)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)cc1,TE,L,@@,R
262,COc1ccc([C@@H](O)CCCCO)cc1,COc1ccc([C@H](O)CCCCO)cc1,TE,F,@@,S
263,COc1ccc([C@H](O)CCCCO)cc1,COc1ccc([C@@H](O)CCCCO)cc1,TE,L,@,R
264,COc1ccc(/C=C/[C@@]2(CO)C(=O)N(COCc3ccccc3)c3cccc(Cl)c32)cc1,COc1ccc(/C=C/[C@]2(CO)C(=O)N(COCc3ccccc3)c3cccc(Cl)c32)cc1,TE,F,@@,R
265,COc1ccc(/C=C/[C@]2(CO)C(=O)N(COCc3ccccc3)c3cccc(Cl)c32)cc1,COc1ccc(/C=C/[C@@]2(CO)C(=O)N(COCc3ccccc3)c3cccc(Cl)c32)cc1,TE,L,@,S
266,COc1ccc([C@]2(NS(=O)(=O)C(C)(C)C)C(=O)N(Cc3c(Cl)cccc3Cl)c3ccccc32)cc1,COc1ccc([C@@]2(NS(=O)(=O)C(C)(C)C)C(=O)N(Cc3c(Cl)cccc3Cl)c3ccccc32)cc1,TE,F,@,R
267,COc1ccc([C@@]2(NS(=O)(=O)C(C)(C)C)C(=O)N(Cc3c(Cl)cccc3Cl)c3ccccc32)cc1,COc1ccc([C@]2(NS(=O)(=O)C(C)(C)C)C(=O)N(Cc3c(Cl)cccc3Cl)c3ccccc32)cc1,TE,L,@@,S
268,COc1ccc([C@@H]2C(=O)N(C(C)(C)C)C(=O)N2C(C)(C)C)cc1OC,COc1ccc([C@H]2C(=O)N(C(C)(C)C)C(=O)N2C(C)(C)C)cc1OC,TE,F,@@,R
269,COc1ccc([C@H]2C(=O)N(C(C)(C)C)C(=O)N2C(C)(C)C)cc1OC,COc1ccc([C@@H]2C(=O)N(C(C)(C)C)C(=O)N2C(C)(C)C)cc1OC,TE,L,@,S
